YEAR,SERIAL,REGION,NFAMS,PERNUM,RACE,AGE,SEX,EMPSTAT,OCC,UHRSWORKT,WKSTAT,JOBCERT,EDUC,INCWAGE,OINCWAGE
2009,92381,42,1,2,100,44,1,10,1360,60,11,,125,200000.0,0.0
2021,58076,33,1,4,100,7,1,0,0,999,99,99.0,1,,
2019,65802,42,1,2,100,9,1,0,0,999,99,99.0,1,,
2010,84434,42,1,1,100,41,2,10,50,40,11,,111,50000.0,0.0
2020,59386,33,1,2,100,40,1,10,4020,40,11,99.0,20,,
2021,85271,42,1,4,100,18,1,34,0,999,99,,71,0.0,0.0
2020,49791,21,1,1,100,63,2,10,3220,36,11,2.0,91,,
2013,30587,22,1,3,100,16,1,34,0,999,99,,40,0.0,0.0
2020,45263,31,3,3,200,4,1,0,0,999,99,99.0,1,,
2014,95107,42,1,3,100,32,1,32,0,999,99,,71,0.0,0.0
2018,58358,33,1,1,200,31,2,10,2100,49,11,,124,45000.0,0.0
2021,4732,42,1,1,651,33,1,10,2100,45,11,2.0,125,,
2022,35268,41,1,1,100,67,1,10,7510,1,41,99.0,123,,
2011,4915,11,1,5,100,9,1,0,0,999,99,,1,99999999.0,99999999.0
2020,69127,21,1,6,100,20,2,10,4600,21,41,99.0,81,,
2014,24093,22,1,6,200,3,1,0,0,999,99,,1,99999999.0,99999999.0
2020,29793,11,1,3,100,3,1,0,0,999,99,99.0,1,,
2020,13398,31,1,1,200,72,2,12,4920,25,42,99.0,81,,
2010,26214,21,1,3,200,2,1,0,0,999,99,,1,99999999.0,99999999.0
2009,29435,21,1,2,100,52,2,10,430,40,11,,91,31900.0,4900.0
2014,6715,11,1,2,100,69,2,36,0,999,99,,73,0.0,0.0
2021,26090,33,1,2,100,21,2,10,2180,40,11,99.0,111,,
2020,48584,31,1,5,200,17,1,34,0,999,99,,50,0.0,0.0
2016,58994,33,2,4,100,45,1,10,4250,20,22,,73,25000.0,0.0
2021,33168,32,1,1,100,73,1,36,0,999,99,99.0,73,,
2019,16454,21,1,1,100,33,2,34,0,999,99,,111,0.0,0.0
2022,4611,33,1,2,100,26,2,10,8320,40,11,99.0,73,,
2019,39720,12,3,1,100,24,1,10,9620,40,11,99.0,81,,
2021,26493,33,2,1,100,75,1,36,0,999,99,99.0,111,,
2019,26904,33,1,2,100,66,2,10,2340,14,41,99.0,123,,
2021,3768,33,1,1,100,58,2,10,3255,40,11,2.0,91,,
2020,740,32,1,2,100,45,2,10,3515,32,41,2.0,81,,
2021,5181,42,1,2,100,45,1,10,6200,40,11,99.0,81,,
2021,13733,31,1,1,100,66,2,36,0,999,99,99.0,123,,
2020,34888,22,2,3,100,32,2,10,800,40,11,99.0,92,,
2019,62355,41,1,1,100,66,1,10,9140,6,41,99.0,81,,
2022,18036,31,1,2,100,57,2,10,3255,40,11,99.0,111,,
2013,23991,21,2,1,100,33,1,10,9130,70,11,,73,48000.0,0.0
2021,62677,33,1,3,100,16,1,34,0,999,99,,50,0.0,0.0
2009,24981,21,1,3,100,5,2,0,0,999,99,,1,99999999.0,99999999.0
2012,60726,32,1,1,100,44,2,10,4760,40,11,,111,18000.0,6000.0
2020,74380,41,1,1,100,72,2,36,0,999,99,,81,0.0,0.0
2020,19968,21,1,2,100,45,2,10,420,50,11,,111,130000.0,0.0
2018,63222,33,1,1,100,50,1,10,430,40,11,,73,150000.0,0.0
2020,65689,42,1,3,100,1,2,0,0,999,99,99.0,1,,
2018,41788,31,1,1,200,35,2,10,9120,30,41,,91,10000.0,0.0
2018,46398,31,1,1,100,52,2,10,4350,60,11,,111,0.0,0.0
2019,24786,22,1,1,100,21,1,10,4030,25,41,99.0,73,,
2021,13545,31,1,1,100,34,2,10,120,50,11,99.0,92,,
2020,46549,31,1,2,200,52,2,10,6040,50,11,99.0,73,,
2020,1013,32,1,1,100,64,2,10,4720,18,41,99.0,73,,
2019,57777,32,1,1,200,31,2,10,3255,36,11,,91,35000.0,5000.0
2009,43254,31,1,4,651,73,2,36,0,999,99,,73,0.0,0.0
2009,28176,21,1,2,100,22,2,10,4510,40,11,,91,36000.0,0.0
2016,65075,33,1,2,100,51,2,10,5700,25,41,,81,20000.0,0.0
2021,32208,32,1,1,100,21,2,34,0,999,99,99.0,60,,
2021,62156,11,1,2,100,38,2,10,2545,40,11,99.0,92,,
2017,69493,33,1,2,100,22,1,10,5860,40,11,,10,250.0,0.0
2021,2717,41,1,2,100,27,2,10,3090,80,11,2.0,124,,
2020,58663,33,1,2,100,22,1,21,4740,999,50,99.0,81,,
2020,73548,41,1,2,100,31,1,10,2100,60,11,,125,65000.0,0.0
2021,64733,42,1,1,100,22,2,34,3550,999,99,99.0,111,,
2019,40667,12,1,3,801,8,2,0,0,999,99,99.0,1,,
2021,22331,21,1,1,100,60,1,10,2040,40,11,99.0,73,,
2009,40816,22,1,4,100,5,2,0,0,999,99,,1,99999999.0,99999999.0
2021,44639,31,1,1,200,70,2,36,0,999,99,99.0,73,,
2014,69455,11,1,1,100,65,1,10,1010,40,11,,125,91939.0,3500.0
2020,52280,32,1,1,100,58,2,10,10,50,12,,123,60000.0,0.0
2021,34783,41,1,1,100,73,2,36,0,999,99,99.0,81,,
2018,17335,21,1,1,200,27,2,10,5240,21,41,,71,38000.0,0.0
2021,30610,21,2,1,100,31,1,10,5900,997,22,99.0,81,,
2021,49892,42,1,2,200,52,2,32,0,999,99,99.0,73,,
2020,5460,42,1,1,100,52,1,10,5120,32,22,99.0,91,,
2019,23947,22,1,1,100,85,2,36,0,999,99,99.0,73,,
2017,36595,31,1,4,100,7,2,0,0,999,99,,1,99999999.0,99999999.0
2013,72021,33,1,1,100,36,1,10,4220,30,22,,81,15000.0,0.0
2019,5839,42,1,4,100,9,2,0,0,999,99,99.0,1,,
2013,64535,32,1,2,200,55,1,21,9140,999,50,,81,0.0,0.0
2020,8331,42,1,2,100,46,2,10,1006,40,11,99.0,73,,
2022,4882,42,2,5,100,85,1,34,0,999,99,99.0,2,,
2010,78308,41,1,1,100,37,1,10,4760,40,11,,73,415929.0,0.0
2020,26233,33,1,2,100,75,2,36,0,999,99,99.0,30,,
2014,64860,42,1,3,100,7,1,0,0,999,99,,1,99999999.0,99999999.0
2021,61001,11,1,1,100,70,1,36,0,999,99,99.0,73,,
2020,65360,31,1,2,100,63,1,10,4700,44,11,99.0,73,,
2021,10980,31,1,3,100,2,2,0,0,999,99,99.0,1,,
2020,35603,22,1,3,100,40,1,10,4435,15,41,99.0,92,,
2021,54937,32,1,3,100,6,1,0,0,999,99,99.0,1,,
2020,40167,12,2,2,100,66,2,10,3300,40,11,2.0,81,,
2022,19736,41,1,3,100,46,1,10,9600,997,11,99.0,73,,
2013,81821,41,1,6,100,8,1,0,0,999,99,,1,99999999.0,99999999.0
2016,19025,21,1,3,100,19,1,34,0,999,99,,73,0.0,0.0
2022,8145,42,1,1,100,31,2,10,4600,25,41,99.0,92,,
2021,535,32,1,5,100,28,2,32,0,999,99,99.0,73,,
2021,39980,12,1,3,100,2,2,0,0,999,99,99.0,1,,
2015,23623,21,1,1,100,23,2,10,1350,40,11,,111,70200.0,15000.0
2020,62049,33,1,1,100,55,2,10,2545,40,11,99.0,73,,
2021,5705,42,1,1,100,42,2,10,6260,997,12,99.0,30,,
2020,8303,42,2,2,100,46,2,10,4130,60,11,99.0,73,,
2021,55591,22,1,1,100,64,2,36,0,999,99,99.0,81,,
2015,9706,12,1,2,100,45,2,10,3600,40,11,,81,29000.0,0.0
2021,19841,41,3,2,100,24,2,10,4220,997,12,99.0,73,,
2019,54609,32,1,1,200,61,1,10,6050,40,11,,73,19500.0,0.0
2020,13193,31,1,1,200,30,1,10,2636,40,12,99.0,73,,
2020,5911,11,1,2,100,49,1,10,9130,50,11,,20,48000.0,0.0
2012,4734,11,1,2,100,17,2,34,0,999,99,,50,0.0,0.0
2018,74063,41,1,1,100,51,2,10,4920,60,11,,111,0.0,0.0
2021,4678,42,1,1,651,41,2,10,136,40,11,1.0,125,,
2021,37093,41,1,1,100,68,1,10,1108,40,11,2.0,81,,
2021,48644,33,1,2,100,21,1,10,4760,40,11,99.0,81,,
2020,23571,22,1,1,100,60,2,10,3603,40,12,2.0,91,,
2012,79936,41,1,5,100,29,2,10,4120,30,22,,92,30000.0,0.0
2020,64079,42,1,2,100,23,2,10,5400,20,22,99.0,81,,
2017,93064,42,1,3,100,29,1,10,4220,40,11,,73,23000.0,0.0
2020,21370,21,1,1,100,74,1,36,0,999,99,99.0,60,,
2020,677,32,1,1,100,25,2,34,0,999,99,99.0,111,,
2021,7524,42,1,2,100,40,2,34,0,999,99,99.0,73,,
2020,58952,33,1,1,100,57,2,10,5860,40,11,99.0,73,,
2021,31402,21,1,1,100,77,1,36,0,999,99,99.0,111,,
2017,80036,41,1,4,100,45,1,10,7000,60,11,,92,100000.0,0.0
2010,7249,11,1,2,100,34,1,32,0,999,99,,40,0.0,0.0
2020,25105,32,1,1,100,29,2,34,0,999,99,99.0,81,,
2021,22492,21,1,2,100,48,2,10,2545,30,41,99.0,73,,
2009,18039,12,1,1,100,62,1,32,0,999,99,,111,0.0,0.0
2021,1316,32,1,1,100,85,2,36,0,999,99,99.0,73,,
2016,91245,42,1,2,100,20,2,12,5940,997,42,,81,25000.0,0.0
2021,11488,31,1,1,100,80,2,36,0,999,99,99.0,73,,
2018,17182,21,1,3,100,10,1,0,0,999,99,,1,99999999.0,99999999.0
2022,54872,22,1,3,100,7,1,0,0,999,99,99.0,1,,
2019,11664,12,1,1,100,42,1,34,0,999,99,,111,50000.0,0.0
2022,50802,12,1,1,200,77,2,36,0,999,99,99.0,81,,
2016,78561,41,1,2,100,63,2,36,0,999,99,,60,0.0,0.0
2021,9285,42,1,1,100,62,1,10,2002,35,21,99.0,123,,
2019,18869,42,1,1,651,26,1,10,6330,40,11,99.0,73,,
2013,32700,22,1,2,100,44,2,10,3310,35,11,,111,55000.0,0.0
2016,45428,31,1,2,100,75,2,36,0,999,99,,73,1337.0,0.0
2012,76114,41,2,4,100,1,2,0,0,999,99,,1,99999999.0,99999999.0
2020,58514,33,1,3,200,17,2,34,0,999,99,99.0,60,,
2022,67010,21,1,1,100,55,1,10,7340,40,11,99.0,73,,
2017,50435,31,3,6,100,39,2,34,0,999,99,,50,0.0,0.0
2012,96438,42,1,1,651,45,2,10,5120,40,11,,81,30000.0,0.0
2021,33365,32,1,1,100,80,2,36,0,999,99,99.0,73,,
2021,9571,41,1,1,100,69,2,10,4510,36,11,2.0,81,,
2020,28667,31,1,3,100,5,1,0,0,999,99,99.0,1,,
2012,34600,22,1,2,100,51,2,10,4510,40,11,,73,33000.0,0.0
2020,58619,33,1,1,200,59,1,10,3255,65,11,2.0,111,,
2020,29227,11,1,1,100,37,1,10,10,45,11,99.0,111,,
2021,18707,42,1,2,652,46,2,34,0,999,99,99.0,81,,
2012,29110,21,1,2,100,14,1,0,0,999,99,,1,99999999.0,99999999.0
2009,81323,41,1,2,100,27,1,10,1110,50,11,,81,33000.0,1000.0
2020,18498,42,1,1,651,85,2,36,0,999,99,99.0,73,,
2021,7958,42,1,1,100,22,2,10,3645,40,11,99.0,91,,
2019,22532,21,1,3,100,8,1,0,0,999,99,99.0,1,,
2016,73446,41,1,2,100,47,2,10,3255,40,11,,92,75000.0,0.0
2020,29047,11,1,2,100,65,1,36,0,999,99,99.0,111,,
2020,51834,12,1,4,100,4,1,0,0,999,99,99.0,1,,
2020,23260,21,1,1,100,58,1,10,9130,55,11,,91,58000.0,0.0
2021,55878,32,1,1,100,56,1,10,9130,40,11,2.0,73,,
2021,67121,41,1,2,100,43,2,34,0,999,99,99.0,71,,
2021,12661,31,1,1,200,63,1,21,4230,999,50,99.0,73,,
2020,66,32,1,1,100,45,1,10,4850,40,11,99.0,73,,
2020,56085,32,1,2,200,73,1,36,0,999,99,99.0,40,,
2018,78475,41,1,5,801,1,1,0,0,999,99,,1,99999999.0,99999999.0
2019,31649,21,1,2,200,6,1,0,0,999,99,99.0,1,,
2021,15113,31,3,1,100,47,1,10,220,35,11,99.0,73,,
2021,58804,33,1,1,651,70,1,10,2320,40,11,2.0,123,,
2019,58735,33,1,4,100,13,1,0,0,999,99,99.0,1,,
2015,57404,32,1,1,100,36,1,10,5610,40,11,,73,64000.0,27000.0
2021,6895,42,1,2,651,76,1,10,3090,50,11,2.0,125,,
2020,59134,33,1,2,200,80,1,36,0,999,99,99.0,73,,
2014,94540,42,1,3,100,20,2,34,0,999,99,,81,0.0,0.0
2020,13552,31,1,1,200,54,1,10,9141,35,21,99.0,81,,
2011,43220,31,1,2,100,59,1,10,2840,40,11,,123,100000.0,0.0
2020,9382,42,1,4,100,14,1,0,0,999,99,99.0,1,,
2010,40600,22,1,2,100,24,1,10,4110,20,41,,111,15800.0,800.0
2021,50048,42,1,2,100,45,1,34,0,999,99,99.0,73,,
2020,17348,31,1,4,100,16,1,34,0,999,99,99.0,50,,
2020,32703,32,1,3,100,8,1,0,0,999,99,99.0,1,,
2020,27969,31,1,1,200,57,1,10,9130,60,11,2.0,81,,
2014,38057,31,1,3,100,10,2,0,0,999,99,,1,99999999.0,99999999.0
2009,16700,12,1,5,806,2,2,0,0,999,99,,1,99999999.0,99999999.0
2021,57366,33,1,1,200,53,1,10,9130,997,11,2.0,73,,
2016,67393,33,1,4,100,22,2,34,0,999,99,,81,0.0,0.0
2019,29823,22,1,1,100,43,2,10,2310,8,41,,92,5500.0,2500.0
2020,46838,31,1,2,100,22,2,21,4700,999,50,99.0,73,,
2020,5362,42,1,2,651,65,2,34,0,999,99,99.0,73,,
2020,91018,42,1,2,100,38,2,1,0,999,99,,123,100002.0,0.0
2012,67648,33,1,2,100,36,2,10,4030,40,11,,73,10000.0,0.0
2019,3304,41,1,3,100,8,1,0,0,999,99,99.0,1,,
2012,35959,22,1,3,100,2,1,0,0,999,99,,1,99999999.0,99999999.0
2015,96517,42,1,6,100,7,2,0,0,999,99,,1,99999999.0,99999999.0
2021,33049,32,1,1,200,45,2,10,4760,40,11,99.0,92,,
2020,52264,12,1,5,100,17,1,10,9645,20,41,99.0,60,,
2014,97836,42,1,2,651,39,1,10,3820,50,11,,123,117000.0,0.0
2020,63966,31,1,2,100,52,1,10,4251,40,11,99.0,20,,
2022,63275,31,1,1,100,78,1,36,0,999,99,99.0,81,,
2019,26647,22,1,1,651,33,2,10,5400,40,11,,92,9000.0,0.0
2011,34638,22,1,4,100,4,1,0,0,999,99,,1,99999999.0,99999999.0
2021,50303,42,1,1,100,45,2,10,3602,997,21,99.0,81,,
2011,71700,33,1,2,100,51,1,10,6515,30,22,,10,0.0,0.0
2020,66312,31,1,1,100,56,2,10,5510,40,11,99.0,81,,
2022,47140,21,1,1,100,80,1,36,0,999,99,99.0,125,,
2020,29503,11,1,1,100,55,1,10,220,50,11,2.0,111,,
2016,34738,31,1,2,100,47,1,10,230,40,11,,111,130000.0,0.0
2020,40663,12,1,8,100,37,2,10,2320,38,11,2.0,123,,
2012,35208,22,1,1,651,41,1,10,2850,40,11,,123,125000.0,0.0
2015,71400,33,1,1,100,45,1,10,1520,45,11,,81,150000.0,0.0
2019,17574,31,1,2,200,53,2,10,5000,40,11,99.0,91,,
2021,19049,41,2,2,100,28,2,10,5740,40,11,99.0,111,,
2022,16605,31,1,2,100,68,1,10,102,20,41,99.0,111,,
2020,29339,11,1,2,100,60,1,10,3870,40,11,2.0,111,,
2019,41165,41,1,1,100,32,2,34,0,999,99,99.0,111,,
2021,24352,22,1,1,100,73,2,10,2310,24,41,99.0,123,,
2020,77468,41,1,1,100,65,1,36,0,999,99,,111,0.0,0.0
2015,74388,41,1,1,100,80,2,36,0,999,99,,73,0.0,0.0
2014,8211,12,1,1,100,59,2,32,0,999,99,,50,0.0,0.0
2014,6932,11,1,4,100,16,1,34,0,999,99,,40,0.0,0.0
2010,49779,31,1,1,100,44,2,10,4110,32,41,,40,7000.0,0.0
2009,78517,41,1,3,100,10,1,0,0,999,99,,1,99999999.0,99999999.0
2020,45130,31,1,1,200,47,1,34,0,999,99,99.0,92,,
2018,24614,22,2,2,100,53,2,32,0,999,99,,60,0.0,0.0
2015,56114,31,1,2,200,20,1,34,0,999,99,,81,0.0,0.0
2009,28408,21,1,1,100,27,2,10,4110,40,11,,91,663.0,0.0
2022,26057,33,1,2,100,68,2,34,0,999,99,99.0,123,,
2020,47492,22,1,3,100,3,2,0,0,999,99,99.0,1,,
2021,7324,42,1,4,100,25,2,10,4030,20,22,99.0,81,,
2019,49567,21,1,1,100,29,1,10,9000,80,11,2.0,92,,
2014,74179,21,1,4,100,6,2,0,0,999,99,,1,99999999.0,99999999.0
2020,5255,42,1,2,651,33,1,10,1021,40,11,99.0,123,,
2014,38460,31,1,1,100,79,2,36,0,999,99,,91,0.0,0.0
2017,68340,33,1,2,200,44,2,10,4610,3,41,,81,1248.0,0.0
2020,11756,31,1,2,100,80,2,36,0,999,99,99.0,91,,
2020,30966,21,1,1,100,80,2,32,0,999,99,99.0,73,,
2020,20366,41,1,1,100,51,1,10,2050,40,12,99.0,111,,
2010,70447,33,1,1,802,49,1,36,0,999,99,,92,0.0,0.0
2021,82474,42,4,3,803,21,2,34,0,999,99,,73,0.0,0.0
2011,80797,41,1,3,100,4,1,0,0,999,99,,1,99999999.0,99999999.0
2020,76348,41,5,3,100,22,1,34,0,999,99,,81,0.0,0.0
2014,93994,42,1,3,100,16,2,10,4600,4,41,,50,0.0,0.0
2021,41562,12,1,1,100,61,2,10,3210,35,12,99.0,73,,
2018,32282,31,2,1,200,43,2,10,3600,40,11,,60,26000.0,0.0
2013,29999,21,1,1,100,46,2,34,0,999,99,,91,0.0,0.0
2022,34305,22,2,2,100,39,2,10,4800,40,11,99.0,111,,
2020,24695,22,1,3,100,5,2,0,0,999,99,99.0,1,,
2013,89109,42,1,2,100,6,1,0,0,999,99,,1,99999999.0,99999999.0
2011,33968,22,2,4,100,14,2,0,0,999,99,,1,99999999.0,99999999.0
2021,1977,42,1,1,100,67,1,12,2850,20,42,99.0,111,,
2020,37649,41,1,2,100,57,2,34,0,999,99,99.0,50,,
2020,5536,11,1,3,100,28,1,10,7640,997,12,,73,30000.0,0.0
2021,43045,12,1,1,100,19,1,34,0,999,99,99.0,73,,
2020,6637,42,1,1,100,85,2,36,0,999,99,99.0,111,,
2020,23996,22,1,2,100,33,2,34,0,999,99,99.0,73,,
2020,37533,41,2,1,100,48,2,10,800,40,11,99.0,91,,
2020,25110,22,1,1,200,52,1,10,4700,50,11,99.0,92,,
2021,61857,11,1,1,100,50,1,10,6355,40,11,2.0,73,,
2010,61703,32,1,3,100,21,2,10,9620,997,22,,73,6258.0,0.0
2020,29412,11,1,1,100,66,1,36,0,999,99,99.0,111,,
2010,31208,22,1,5,100,49,2,10,4920,60,21,,81,5200.0,0.0
2018,30059,22,1,4,100,12,2,0,0,999,99,,1,99999999.0,99999999.0
2011,13299,12,1,1,100,67,1,10,2200,32,41,,125,115000.0,0.0
2015,70212,33,1,1,200,51,2,32,0,999,99,,91,0.0,0.0
2021,41363,12,1,6,651,11,2,0,0,999,99,99.0,1,,
2014,81309,31,1,4,200,20,1,10,4720,997,21,,81,10000.0,0.0
2010,75236,41,1,2,100,32,2,10,3150,16,41,,111,23000.0,0.0
2011,70437,33,1,1,100,51,2,10,8320,40,11,,40,16500.0,0.0
2018,27146,22,1,1,100,45,1,10,9130,60,11,,91,62000.0,0.0
2020,3928,33,1,3,100,27,2,10,4220,40,11,99.0,73,,
2021,11916,12,1,1,100,80,1,36,0,999,99,,111,0.0,0.0
2022,59026,33,1,3,200,44,2,10,2310,40,11,99.0,81,,
2009,69222,33,1,2,200,17,1,34,0,999,99,,50,0.0,0.0
2021,8755,42,1,2,100,45,2,10,1410,40,11,99.0,73,,
2021,23345,22,1,1,100,29,2,10,4700,40,11,99.0,73,,
2012,18619,12,1,1,200,57,1,34,0,999,99,,73,0.0,0.0
2013,12687,12,1,4,651,24,1,34,0,999,99,,81,0.0,0.0
2021,56870,33,1,1,100,75,1,36,0,999,99,99.0,123,,
2013,50991,31,1,2,100,52,1,10,4850,40,11,,73,23323.0,0.0
2021,66479,21,1,1,100,68,1,10,4220,30,15,99.0,81,,
2009,24647,21,1,2,200,51,1,10,1000,40,11,,111,59000.0,0.0
2021,36690,22,1,3,100,0,1,0,0,999,99,99.0,1,,
2020,19270,41,1,1,100,73,2,10,800,30,41,99.0,92,,
2019,53754,12,1,2,100,30,1,10,20,50,11,99.0,111,,
2014,75864,21,1,3,651,13,1,0,0,999,99,,1,99999999.0,99999999.0
2018,60482,33,1,2,100,34,2,10,630,40,11,,123,60000.0,0.0
2009,33801,22,1,1,100,65,2,34,0,999,99,,73,0.0,0.0
2018,65408,33,1,2,651,65,2,36,0,999,99,,73,0.0,0.0
2014,45021,33,1,3,100,15,1,34,0,999,99,,40,0.0,0.0
2021,7901,42,2,5,100,48,1,10,4230,2,22,99.0,2,,
2020,29688,11,1,3,100,18,2,34,5240,999,99,99.0,71,,
2021,31277,22,1,1,100,71,1,36,0,999,99,99.0,111,,
2020,2898,41,1,1,100,59,2,10,800,50,11,99.0,81,,
2014,72539,12,1,1,100,58,1,10,7130,997,12,,81,60000.0,0.0
2019,35215,22,1,2,100,40,2,10,3645,32,41,2.0,111,,
2020,5646,11,1,1,100,75,1,36,0,999,99,,111,0.0,0.0
2012,11027,12,1,2,100,41,1,10,6260,40,11,,73,50000.0,0.0
2020,45964,22,1,2,100,36,2,10,5740,40,11,99.0,92,,
2019,37962,41,1,4,100,12,2,0,0,999,99,99.0,1,,
2022,35511,41,1,3,100,18,1,10,2722,8,41,99.0,60,,
2021,56030,32,1,1,200,79,2,36,0,999,99,99.0,81,,
2010,73733,41,2,1,100,37,2,21,4810,999,50,,111,8002.0,0.0
2016,47601,31,2,1,100,26,2,34,0,999,99,,73,0.0,0.0
2021,26387,33,1,4,200,11,1,0,0,999,99,99.0,1,,
2020,30115,21,1,1,100,74,2,36,0,999,99,99.0,123,,
2019,6288,11,1,3,100,18,1,10,9640,10,41,,50,5000.0,0.0
2018,48238,31,1,6,100,29,1,10,4610,40,11,,111,70000.0,0.0
2009,2072,11,1,2,100,61,2,10,4760,20,22,,73,14000.0,0.0
2020,40807,41,1,2,100,68,2,12,4350,40,13,99.0,73,,
2020,46432,22,1,1,100,36,2,12,5550,36,13,99.0,81,,
2020,54959,22,1,3,100,12,2,0,0,999,99,99.0,1,,
2021,65623,31,1,3,801,8,2,0,0,999,99,99.0,1,,
2020,85390,42,1,2,100,48,1,32,0,999,99,,73,3000.0,0.0
2013,20516,21,1,2,200,12,1,0,0,999,99,,1,99999999.0,99999999.0
2012,25900,21,1,4,100,12,2,0,0,999,99,,1,99999999.0,99999999.0
2021,46342,22,2,2,100,21,2,10,3603,20,41,2.0,81,,
2016,47990,31,1,4,100,12,2,0,0,999,99,,1,99999999.0,99999999.0
2019,68026,33,1,2,100,43,2,10,5120,40,11,,81,7000.0,2000.0
2009,35737,22,1,3,200,18,2,34,0,999,99,,60,0.0,0.0
2021,31534,21,1,1,100,44,1,10,8650,40,11,99.0,71,,
2020,39610,12,1,2,100,24,1,10,440,40,11,99.0,73,,
2019,67104,31,1,1,100,76,1,10,3930,40,11,99.0,73,,
2018,13811,12,1,2,100,46,1,10,1610,50,11,,125,94000.0,28000.0
2021,23692,22,1,2,100,42,2,10,7010,40,11,99.0,111,,
2015,79398,41,1,1,100,85,1,36,0,999,99,,30,0.0,0.0
2021,5677,42,1,1,100,53,1,10,1021,40,11,99.0,81,,
2021,48453,33,1,1,100,46,2,10,5400,38,11,99.0,92,,
2018,39818,31,2,6,100,34,1,10,7200,40,11,,73,0.0,0.0
2020,52526,12,1,2,100,79,1,36,0,999,99,99.0,73,,
2015,61342,32,1,1,100,49,2,10,3645,40,11,,111,50000.0,0.0
2021,10157,41,1,1,100,85,1,36,0,999,99,99.0,123,,
2021,22792,22,1,2,100,63,2,10,5120,30,41,99.0,81,,
2020,21170,21,1,3,100,13,2,0,0,999,99,99.0,1,,
2020,4898,42,1,2,100,53,2,10,5400,997,11,99.0,81,,
2018,48850,31,1,1,100,49,2,10,5120,40,12,,81,26500.0,0.0
2021,33683,22,1,1,200,32,2,10,3603,25,41,99.0,60,,
2021,66085,21,1,3,100,13,2,0,0,999,99,99.0,1,,
2020,53525,31,1,1,100,60,2,10,120,40,11,99.0,111,,
2021,29151,11,1,5,100,52,2,36,0,999,99,99.0,111,,
2019,59765,33,1,1,100,43,1,10,2040,40,11,,111,55000.0,0.0
2018,62167,33,1,1,100,56,1,10,7140,45,11,,40,90000.0,0.0
2019,69648,41,1,1,100,66,1,10,1610,102,11,99.0,111,,
2022,48557,33,1,2,100,60,2,10,800,40,11,99.0,81,,
2020,59575,33,1,1,200,61,1,32,0,999,99,99.0,73,,
2021,40797,41,1,2,100,67,2,36,0,999,99,99.0,111,,
2019,36477,31,1,2,100,57,1,10,2200,50,11,,125,110000.0,10000.0
2009,47082,31,1,2,100,69,1,36,0,999,99,,73,0.0,0.0
2021,18084,21,1,4,100,14,1,0,0,999,99,,1,99999999.0,99999999.0
2021,49233,42,1,1,100,71,1,10,2100,20,41,2.0,124,,
2013,1355,11,1,3,100,2,2,0,0,999,99,,1,99999999.0,99999999.0
2017,55447,32,1,1,802,48,2,10,5120,40,11,,73,31000.0,0.0
2014,58632,42,1,1,100,29,1,10,4030,36,11,,91,25000.0,0.0
2012,54898,31,1,3,100,17,2,34,0,999,99,,50,0.0,0.0
2021,37334,31,1,2,100,85,2,36,0,999,99,,111,0.0,0.0
2021,22626,21,1,3,805,6,1,0,0,999,99,99.0,1,,
2021,57186,33,1,2,100,45,2,10,9610,40,11,99.0,50,,
2017,42791,31,1,1,100,53,1,10,1610,40,11,,123,96000.0,0.0
2020,9281,42,1,4,100,18,1,34,0,999,99,99.0,20,,
2021,1629,42,1,1,100,26,1,10,4760,40,11,99.0,73,,
2019,65393,42,2,2,100,43,2,32,0,999,99,99.0,91,,
2020,20316,21,1,1,100,59,2,32,0,999,99,99.0,30,,
2021,18471,42,1,3,651,19,1,34,0,999,99,99.0,81,,
2021,31627,22,1,1,100,52,1,10,7700,40,11,99.0,73,,
2019,25040,22,1,3,100,16,1,34,0,999,99,,40,0.0,0.0
2020,50496,33,1,4,802,17,2,10,4030,15,41,99.0,50,,
2020,52435,12,1,5,100,4,1,0,0,999,99,99.0,1,,
2021,3363,41,3,2,100,22,1,34,0,999,99,99.0,81,,
2017,25728,22,1,1,100,34,2,10,4830,40,11,,111,35000.0,0.0
2014,78435,22,1,4,100,14,2,0,0,999,99,,1,99999999.0,99999999.0
2021,55542,32,1,1,100,47,2,32,0,999,99,99.0,60,,
2020,51967,42,1,3,100,27,1,32,0,999,99,99.0,91,,
2021,20671,21,1,1,100,37,1,10,2310,40,11,2.0,123,,
2021,69168,41,1,2,100,11,2,0,0,999,99,,1,99999999.0,99999999.0
2019,14092,31,1,2,100,49,2,10,8300,40,11,99.0,81,,
2021,20466,21,1,3,100,18,1,10,9610,24,41,99.0,73,,
2020,7042,42,1,1,100,63,1,36,0,999,99,99.0,111,,
2021,20497,21,1,1,200,41,2,10,3655,40,11,99.0,123,,
2020,23895,22,1,2,100,39,2,12,2310,40,13,2.0,123,,
2014,68621,11,1,1,100,62,1,36,0,999,99,,73,0.0,0.0
2021,8720,42,1,1,200,34,1,21,9130,999,50,99.0,73,,
2020,1933,42,1,7,802,19,1,21,4140,999,60,99.0,73,,
2009,17500,12,1,2,200,17,1,34,0,999,99,,60,0.0,0.0
2019,62527,33,1,5,200,15,2,34,0,999,99,,40,0.0,0.0
2009,6543,11,1,3,100,2,1,0,0,999,99,,1,99999999.0,99999999.0
2019,31889,21,1,2,100,36,1,10,4760,40,12,99.0,81,,
